clade_name	paleofeces_SRR12557734_metaphlan_output	paleofeces_SRR12557733_metaphlan_output	paleofeces_SRR12557722_metaphlan_output	paleofeces_SRR12557711_metaphlan_output	paleofeces_SRR12557707_metaphlan_output	paleofeces_SRR12557706_metaphlan_output	paleofeces_SRR12557705_metaphlan_output	paleofeces_SRR12557704_metaphlan_output	soil_ERR3761406_metaphlan_output	soil_ERR3761405_metaphlan_output	soil_ERR3761404_metaphlan_output	soil_ERR3761403_metaphlan_output	soil_ERR3761402_metaphlan_output	soil_ERR3761401_metaphlan_output	gut_3851QX_metaphlan_output	gut_3825KV_metaphlan_output	gut_3775ZT_metaphlan_output	gut_3219XI_metaphlan_output	gut_2874RA_metaphlan_output	gut_2569VO_metaphlan_output	gut_2360TL_metaphlan_output	gut_2221WA_metaphlan_output	gut_2025XZ_metaphlan_output	gut_1925KA_metaphlan_output	gut_1886QS_metaphlan_output	gut_1733CQ_metaphlan_output	gut_1680RO_metaphlan_output	gut_1574UD_metaphlan_output	gut_1469LP_metaphlan_output	gut_1421JE_metaphlan_output	gut_1124PD_metaphlan_output	gut_0782JV_metaphlan_output	gut_0477QJ_metaphlan_output	gut_0282ZU_metaphlan_output
s__GGB74511_SGB105989	0	0	0	0	7052.0	0	55926.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9059_SGB13976	975986.0	132380.0	645868.0	170141.0	0	86590.0	0	14179.0	0	0	0	0	0	0	1154020.0	0	0	8345.0	1332144.0	0	256980.0	0	74154.0	90321.0	0	134537.0	76529.0	3241.0	9607.0	0	6777.0	205623.0	0	0
s__GGB9132_SGB14066	14189.0	495298.0	53154.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3301.0	0	0	0	0	0	0	0	938.0	0	0
s__GGB9149_SGB14084	193759.0	0	0	0	0	0	0	0	0	0	0	0	0	0	493.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9150_SGB14085	3671053.0	0	13158.0	0	0	1015.0	0	0	0	0	0	0	0	0	0	0	0	226.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9169_SGB14107	2517.0	17598.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9785_SGB15408	4296459.0	724270.0	1090541.0	204625.0	0	161578.0	0	0	0	0	0	0	0	0	34061.0	0	0	1085.0	10621.0	0	6602.0	0	0	0	0	10079.0	0	0	0	0	0	11834.0	0	0
s__GGB9249_SGB14193	0	15675.0	0	0	0	0	0	0	0	0	0	0	0	0	80559.0	0	0	0	56767.0	0	0	0	93.0	0	0	7882.0	0	703.0	0	0	0	2574.0	0	0
s__GGB4689_SGB6486	184281.0	53581.0	47291.0	0	0	31721.0	0	0	0	0	0	0	0	0	0	0	0	413.0	0	0	0	0	16494.0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4689_SGB6487	0	0	25005.0	12724.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24446.0	0	0	0	71767.0	103.0	0	288.0	0	0	22753.0	0	0
s__GGB4690_SGB6488	936.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1870.0	4147.0	0	0	0	0	0	0	0	0	0	0
s__GGB4691_SGB6489	0	0	1028.0	19150.0	0	0	0	0	0	0	0	0	0	0	0	5470.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9331_SGB14294	907239.0	69345.0	29471.0	29886.0	0	435142.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9332_SGB14295	15779.0	18480.0	15363.0	4468.0	0	81109.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB78698_SGB106383	0	0	0	0	170791.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB78706_SGB106379	0	0	0	0	33384.0	0	2149.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4773_SGB6607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1243.0	0	0	501.0	27654.0	0	0	0	0	0	925.0	24484.0	0	1713.0	0	0	0	2542.0	0	5393.0
s__GGB4774_SGB6609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	815.0	0	0	508.0	7210.0	0	255.0	0	4478.0	105.0	871.0	737.0	9519.0	1228.0	53632.0	0	0	2444.0	639.0	11961.0
s__GGB49980_SGB69981	3127.0	137435.0	0	0	842121.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9170_SGB14108	73469.0	0	20929.0	60584.0	772.0	114692.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4978_SGB6970	178146.0	0	18865.0	3884.0	5561.0	10586.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB51139_SGB71360	0	0	0	0	142340.0	0	71668.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3174_SGB20938	4038294.0	0	29173.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3174_SGB4188	268868.0	815550.0	42946.0	0	0	595516.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9072_SGB13992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777.0	0	0	0	0	0	0	0	0	0	0	0	0	0	12974.0	0	0	0	0	0
s__GGB9072_SGB13993	23096.0	3178.0	0	54212.0	22242.0	8680.0	8308.0	5271.0	0	0	0	0	0	0	0	0	0	0	37439.0	0	0	0	1371.0	0	1268.0	0	2057.0	0	315.0	0	0	0	0	0
s__GGB9073_SGB13994	3791.0	64.0	0	0	0	0	0	311.0	0	0	0	0	0	0	100062.0	0	0	0	3929.0	0	2031.0	4621.0	0	11384.0	0	282.0	0	0	0	0	0	0	0	0
s__GGB9078_SGB14001	712855.0	378190.0	41677.0	304968.0	0	65191.0	2001.0	3635.0	0	0	0	0	0	0	9336.0	0	0	0	0	0	0	0	0	0	0	0	1111.0	0	0	0	0	3564.0	0	0
s__GGB3146_SGB4159	45920.0	16354.0	10938.0	78554.0	0	10827.0	0	464523.0	0	0	0	0	0	0	31336.0	0	0	0	3683.0	0	0	3208.0	0	774.0	0	1652.0	4526.0	752.0	0	0	0	0	0	0
s__GGB3128_SGB4141	67461.0	0	15375.0	6480.0	0	4011.0	0	1527.0	0	0	0	0	0	0	2499.0	0	0	0	19495.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB18456_SGB4146	63390.0	42322.0	22527.0	106096.0	0	4449.0	0	3766.0	0	0	0	0	0	0	34433.0	0	0	0	47514.0	0	26.0	0	0	0	0	0	1546.0	0	0	0	0	469.0	0	0
s__GGB3132_SGB4145	39309.0	2562.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11464.0	0	7181.0	0	0	2294.0	0	0	0	0	0	0	0	0	0	0
s__GGB9260_SGB14208	292004.0	27592.0	23060.0	7475.0	0	25883.0	0	0	0	0	0	0	0	0	8254.0	0	0	0	29755.0	0	0	0	0	1655.0	18050.0	0	0	0	0	0	0	0	0	0
s__GGB9287_SGB14242	365351.0	244872.0	84950.0	35585.0	0	97350.0	0	2102.0	0	0	0	0	0	0	0	0	0	0	29574.0	0	0	0	443.0	0	0	0	3011.0	0	0	0	0	0	0	0
s__GGB33539_SGB53381	857482.0	83104.0	47260.0	183670.0	0	64750.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9671_SGB15169	129482.0	7384.0	1452.0	14064.0	0	18600.0	0	0	0	0	0	0	0	0	1526.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3621_SGB4898	524494.0	9146.0	15955.0	40750.0	0	1768885.0	638.0	149.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3623_SGB4900	95352.0	529264.0	287325.0	946679.0	1434.0	50779.0	1746.0	1279892.0	0	0	0	0	0	0	0	0	6520.0	1438.0	46045.0	0	0	0	13930.0	1712.0	0	56914.0	5126.0	0	0	0	0	29480.0	919.0	0
s__GGB4672_SGB6461	167013.0	7501.0	13266.0	49831.0	7429.0	30302.0	0	0	0	0	0	0	0	0	18226.0	0	489.0	0	0	0	1697.0	0	0	2247.0	0	2628.0	5969.0	0	0	0	0	0	1055.0	0
s__GGB9146_SGB14080	0	453167.0	8095.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4704_SGB6511	0	8822.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.0	0	593.0	0	0	0	1882.0	31.0	1055.0	0	4994.0	0	0	0	2684.0	0	0	0
s__GGB4711_SGB6524	0	105064.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9060_SGB13977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6403.0	0	0	0	2502.0	663.0	0	0	5066.0	0	0	1975.0	0	522.0	4626.0	0	0	0	0	99780.0
s__GGB9061_SGB13978	85883.0	422.0	5259.0	42533.0	18990.0	18629.0	71638.0	43787.0	0	0	0	0	0	0	6245.0	0	0	0	33494.0	0	0	0	0	4312.0	0	1272.0	1337.0	0	0	0	0	0	0	0
s__GGB9061_SGB13979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7351.0	652.0	0	610.0	3236.0	45836.0	2780.0	0	565.0	8763.0	4008.0	5667.0	1740.0	9430.0	116727.0	0	730.0	7197.0	5603.0	0
s__GGB3325_SGB4402	0	377.0	50893.0	46007.0	0	81376.0	11390.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4673_SGB6462	745782.0	235.0	52978.0	1757.0	0	18253.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4674_SGB6463	810460.0	5066.0	353.0	1601.0	0	19071.0	0	0	0	0	0	0	0	0	0	0	0	479.0	0	0	0	0	19167.0	0	0	2870.0	0	0	0	0	0	25603.0	0	0
s__GGB4687_SGB6484	0	0	1168139.0	248.0	129.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21692.0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4706_SGB6513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2257.0	0	0	5789.0	0	0	0	0	0	0	0
s__GGB4707_SGB6517	146921.0	0	0	0	0	0	0	4159.0	0	0	0	0	0	0	0	0	0	2958.0	0	0	0	0	5841.0	6731.0	429.0	0	0	0	0	0	0	0	0	0
s__GGB4708_SGB6518	0	0	77.0	0	0	0	0	1667.0	0	0	0	0	0	0	0	0	0	58784.0	0	0	0	0	0	0	6467.0	1818.0	36839.0	921.0	0	0	7179.0	0	0	0
s__GGB9522_SGB14921	37949.0	17181.0	30636.0	14227.0	0	28085.0	0	4328.0	0	0	0	0	0	0	3623.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB87445_SGB15180	896616.0	115628.0	159680.0	84275.0	0	1209006.0	0	177962.0	0	0	0	0	0	0	1209.0	0	0	0	393.0	0	0	0	0	0	0	0	0	0	0	0	0	561.0	0	0
s__GGB87445_SGB53522	208924.0	49740.0	11694.0	30053.0	0	17585.0	0	14481.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9672_SGB15170	5012387.0	1618313.0	1638360.0	2719.0	282.0	40625.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9673_SGB15172	637717.0	126933.0	1317267.0	547803.0	2435.0	618657.0	3984.0	13927.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9677_SGB15179	716453.0	172655.0	100358.0	78263.0	0	416482.0	128.0	211876.0	0	0	0	0	0	0	658.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB25079_SGB37002	0	0	3811.0	21811.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3725_SGB5055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160701.0	0	0	0	0	0	7160.0	0	0	0	0	0	0	0	0	0
s__GGB9288_SGB14243	597387.0	5960.0	245793.0	83026.0	0	34252.0	0	309668.0	0	0	0	0	0	0	4141.0	0	0	220.0	3166.0	0	5966.0	22556.0	0	192.0	0	14983.0	3205.0	0	0	0	0	5869.0	0	0
s__GGB3755_SGB41382	0	0	1279.0	0	0	0	5111.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3755_SGB5104	135369.0	0	24592.0	778203.0	5764.0	29757.0	10408.0	1955826.0	0	0	0	0	0	0	0	5134.0	0	52640.0	0	0	0	0	24359.0	891.0	40013.0	16383.0	0	0	0	0	46731.0	0	0	0
s__GGB3755_SGB5105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10326.0	2523.0	0	48404.0	3088.0	0	9613.0	0	0	7779.0	0	0	0	0	0	0	0	0	3515.0	0
s__GGB3755_SGB5106	0	0	42470.0	0	2430.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66849.0	0	0	0	592416.0	0	0	0	0	0	889.0	0
s__GGB9545_SGB14951	49026.0	10766.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9328_SGB14291	368380.0	12242.0	327211.0	80683.0	0	467497.0	0	501256.0	0	0	0	0	0	0	1880.0	0	0	0	0	0	1239.0	0	0	0	0	0	0	0	0	0	0	1043.0	0	0
s__GGB13357_SGB13987	8301.0	14064.0	15915.0	70306.0	0	18115.0	0	4181.0	0	0	0	0	0	0	1444.0	0	0	0	0	0	2218.0	0	272.0	0	0	0	2695.0	608.0	0	0	0	11360.0	0	0
s__GGB9066_SGB13985	0	0	0	0	0	32.0	0	0	0	0	0	0	0	0	15676.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9067_SGB13986	11884.0	2542.0	5360.0	3084.0	0	0	1133.0	0	0	0	0	0	0	0	1676.0	0	0	0	0	0	0	0	0	0	0	0	11032.0	9934.0	0	0	473.0	0	0	0
s__GGB9173_SGB14111	0	0	71720.0	12073.0	0	7603.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.0	0	0	0	0	0	0	0
s__GGB3328_SGB4406	0	0	36321.0	0	0	61597.0	192686.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB13779_SGB65075	0	1455.0	157.0	0	2356.0	0	0	0	0	0	0	0	0	0	0	0	0	135171.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4651_SGB6438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189616.0	0	0	0	0	0	0	0	318.0	0	1463.0	0	2185.0	0	0	0	0	0	0	0
s__GGB4652_SGB6439	0	0	2488.0	0	0	240.0	712.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4653_SGB6440	95946.0	5598.0	414.0	8057.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562.0	0	0	30096.0	605.0	0	9040.0	0	0	0	1856.0	0
s__GGB4724_SGB6543	0	6597.0	0	0	0	5026.0	0	2094.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6204.0	11023.0	0	100151.0	5937.0	0	0	0	0	0	0	0
s__GGB4727_SGB21155	589419.0	0	1646.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16463.0	0	0	0	0	90713.0	0	0	0	0	0	1175.0	0	0	0	0	0
s__GGB4727_SGB6547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53350.0	0	64603.0	0	0	0	0	1483.0	0	0	0	0	0	0
s__GGB4727_SGB6548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3969.0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4728_SGB6549	0	823.0	10138.0	0	0	37582.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4642_SGB6421	0	98328.0	0	17473.0	0	1551.0	0	0	0	0	0	0	0	0	1386.0	2130.0	0	1456.0	0	0	0	1651.0	1146.0	4486.0	0	0	449.0	0	9773.0	0	0	1897.0	0	0
s__GGB4642_SGB6422	0	30750.0	11633.0	17375.0	0	6988.0	7088.0	20909.0	0	0	0	0	0	0	0	0	0	15903.0	13625.0	0	0	1762.0	8555.0	245.0	0	64204.0	31996.0	0	8603.0	0	0	0	34115.0	0
s__GGB4659_SGB6447	518128.0	170904.0	0	45989.0	0	29897.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3676.0	0	0	0	3244.0	0	236.0	0	0	0	0	0
s__GGB74463_SGB54347	3912.0	0	0	0	0	3545.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9296_SGB14253	333479.0	0	54669.0	65714.0	0	16858.0	0	912570.0	0	0	0	0	0	0	704.0	0	0	0	2572.0	0	0	0	0	5265.0	0	15103.0	0	6339.0	14210.0	0	0	0	0	0
s__GGB3490_SGB4664	1574627.0	83694.0	1951.0	0	0	0	12584.0	0	0	0	0	0	0	0	0	0	0	2931.0	0	0	0	0	2110.0	0	0	0	93701.0	0	15159.0	0	272.0	0	0	0
s__GGB3615_SGB26919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.0	0	0	0	0	0	0	10619.0	0	7238.0	0	0	0	0	110.0	0	0
s__GGB3615_SGB4887	262522.0	467.0	728636.0	788187.0	5440.0	96901.0	278.0	0	0	0	0	0	0	0	144077.0	14097.0	0	14297.0	125978.0	0	0	0	29604.0	0	143390.0	18937.0	247966.0	6310.0	223599.0	0	0	1306.0	0	0
s__GGB3681_SGB4996	157270.0	0	598896.0	492698.0	0	584389.0	1413.0	136123.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2945.0	0	0	0	0	0	0	0
s__GGB9711_SGB15240	3761.0	0	0	0	0	2248.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB13242_SGB20471	951419.0	8968.0	0	0	0	137.0	0	656.0	0	0	0	0	0	0	0	0	0	370337.0	0	0	0	0	0	0	523.0	107690.0	2513332.0	0	0	0	0	0	0	0
s__GGB35597_SGB49163	96929.0	93963.0	55630.0	53209.0	0	55573.0	0	0	0	0	0	0	0	0	1036.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9606_SGB15038	366.0	0	973.0	14866.0	0	5157.0	0	0	0	0	0	0	0	0	9017.0	0	0	0	5730.0	0	358.0	725.0	0	0	0	1220.0	0	0	0	0	0	4225.0	0	3852.0
s__GGB9607_SGB15040	15096.0	0	1111944.0	74445.0	0	39753.0	0	2426.0	0	0	0	0	0	0	0	0	0	0	0	0	7081.0	0	0	0	0	0	0	0	0	0	0	1996.0	0	0
s__GGB9607_SGB20792	0	0	0	170.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9712_SGB15241	240098.0	0	2220.0	46613.0	0	103046.0	0	24321.0	0	0	0	0	0	0	1456.0	0	0	0	641.0	0	0	0	0	0	0	0	0	0	0	0	0	32.0	0	0
s__GGB9712_SGB15244	942507.0	43471.0	148429.0	426280.0	1540.0	630371.0	6479.0	340274.0	0	0	0	0	0	0	35461.0	1328.0	0	0	11747.0	0	1925.0	1856.0	0	0	0	12052.0	0	1173.0	0	0	0	25316.0	0	25681.0
s__GGB9712_SGB20770	4208.0	0	1384.0	50.0	0	2094.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB78964_SGB106137	0	0	0	0	436801.0	0	24884.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridia_bacterium	0	0	0	0	2990.0	0	46193.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582.0	0	0	0	0
s__GGB79395_SGB105947	0	0	0	0	47340.0	0	1807.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Christensenellaceae_bacterium	2054.0	0	0	0	0	1537.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Guopingia_tenuis	14850.0	2570.0	3787.0	2566.0	0	121214.0	5115.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Luoshenia_tenuis	6332.0	18523.0	1425.0	354.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Butyricicoccus_SGB14990	0	0	0	29.0	0	60.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2889.0	0	0	0	0	0	0	0	8388.0
s__Butyricicoccus_intestinisimiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7657.0	932.0	271.0	17396.0	4060.0	0	136.0	0	0	0	12619.0	9137.0	34632.0	5641.0	3430.0	0	0	0	0	0
s__Candidatus_Arthromitus_sp_SFB_turkey	0	0	0	0	70365.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridiaceae_bacterium	739787.0	4014.0	14791.0	26115.0	6305.0	129171.0	42230.0	105161.0	0	0	0	0	0	0	2419.0	0	0	69.0	937.0	43494.0	0	1697.0	0	0	4214.0	3086.0	333.0	0	76551.0	46421.0	678.0	0	349.0	5678.0
s__Clostridiaceae_bacterium_AF18_31LB	429742.0	15263.0	17859.0	66678.0	2789.0	214644.0	10611.0	214177.0	0	0	0	0	0	0	13452.0	1658.0	0	5218.0	16803.0	10173.0	0	1968.0	2877.0	0	30113.0	19886.0	29553.0	190.0	54062.0	0	12068.0	445.0	2943.0	14949.0
s__Clostridiaceae_bacterium_CLA_AA_H274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818.0	0	0	0	0	0
s__Clostridiaceae_bacterium_Marseille_Q3526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706.0	0	0	0	0	0	0	0	0	0	77894.0	0	0	0	0
s__Clostridiaceae_bacterium_Marseille_Q4143	245526.0	18677.0	15604.0	47633.0	6312.0	112816.0	64.0	93083.0	0	0	0	0	0	0	37972.0	6462.0	2957.0	17020.0	23851.0	3022.0	2591.0	11654.0	10970.0	1178.0	18982.0	33095.0	28262.0	2730.0	55478.0	0	4747.0	1419.0	3096.0	16910.0
s__Clostridiaceae_bacterium_Marseille_Q4145	39459.0	0	2487.0	29927.0	1385.0	28698.0	212.0	39285.0	0	0	0	0	0	0	5347.0	2083.0	0	4070.0	7216.0	2048.0	0	1100.0	3442.0	0	0	0	7662.0	0	10098.0	0	4129.0	0	0	11444.0
s__Clostridiaceae_bacterium_Marseille_Q4149	0	0	0	0	0	0	0	12194.0	0	0	0	0	0	0	0	0	0	0	0	26418.0	0	0	0	0	0	1194.0	0	0	29981.0	0	0	0	826.0	85748.0
s__Clostridiaceae_unclassified_SGB15090	516655.0	0	81947.0	0	0	144614.0	11266.0	15955058.0	0	0	0	0	0	0	13892.0	38.0	874.0	47.0	877.0	0	9554.0	40780.0	0	90.0	0	2058.0	246.0	2469.0	0	0	0	13035.0	44.0	0
s__Clostridiaceae_unclassified_SGB4771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.0	0	0	0	2475.0	395.0	0	0	0	0	8133.0	2672.0	0	0	10536.0	0	0	0	0	0
s__Clostridium_SGB26969	941.0	0	0	3550.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridium_SGB4657	5392.0	0	0	299.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5066.0	0	0	0	0	0	0	0
s__Clostridium_SGB4750	172850.0	1208.0	12801.0	25756.0	1857.0	72259.0	2264.0	19677.0	0	0	0	0	0	0	7438.0	0	0	265.0	8801.0	4423.0	0	318.0	0	0	412.0	4597.0	0	0	16451.0	0	656.0	2051.0	0	3265.0
s__Clostridium_SGB47860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5625.0	5500.0	0	0	0	0	0	0
s__Clostridium_SGB48024	1605923.0	66954.0	184023.0	191922.0	11049.0	198145.0	1039.0	139241.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridium_SGB4907	0	0	0	129.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3417.0	0	0	11964.0	0	10524.0	0	0	0	0	0
s__Clostridium_SGB4909	159101.0	32476.0	9050.0	26554.0	30876.0	39558.0	2262.0	0	0	0	0	0	0	0	6566.0	10700.0	0	271601.0	153.0	361.0	37414.0	0	24671.0	11342.0	70365.0	776215.0	88151.0	14593.0	292444.0	0	52224.0	1402.0	31564.0	108967.0
s__Clostridium_SGB4913	202705.0	0	15358.0	47675.0	5103.0	18005.0	102266.0	230145.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63691.0	0	0	0	0	0	0	0
s__Clostridium_SGB5112	0	2598.0	14690.0	10277.0	15109.0	0	0	771.0	0	0	0	0	0	0	0	0	0	14001.0	0	0	14672.0	0	623.0	0	0	0	0	10718.0	0	0	0	2807.0	0	0
s__Clostridium_SGB5114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19705.0	0	0	0	0	0	0	0	0	0	0	0	1754.0	0	0	0	0	0	0
s__Clostridium_SGB6173	129800.0	32433.0	5505.0	22684.0	25841.0	7854.0	2490457.0	4836.0	0	0	0	0	0	0	20943.0	0	8641.0	20984.0	5077.0	0	0	2821.0	52400.0	54.0	3859.0	22869.0	12778.0	5559.0	691658.0	7559.0	206.0	0	3606.0	1372.0
s__Clostridium_SGB6176	2142.0	0	0	5596.0	134586.0	0	1488181.0	543.0	0	0	0	0	0	0	0	0	0	5855.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1496.0	448.0
